ID;USERID;SHOPCOUNT;PRODUCTCOUNT;TOTALCOUNT;TIME;IPCOUNT
32433927;shop_127150         ;0;0;0;20140812;2
32433928;0441464A            ;0;0;0;20140812;1
32433929;shop_123325         ;0;0;0;20140812;2
32433930;0216326             ;0;0;0;20140812;1
32433931;Y5-0657             ;0;0;0;20140812;1
32433932;0432901B            ;0;0;0;20140812;1
32433933;0214987B            ;0;0;0;20140812;1
32433934;0444432             ;0;0;0;20140812;1
32433935;01A8285             ;0;0;0;20140812;1
32433936;0213570B            ;0;0;0;20140812;1
32433937;01A28451            ;0;0;0;20140812;1
32433938;0322369             ;0;0;0;20140812;1
32433939;0450024             ;0;0;0;20140812;1
32433940;shop_115548         ;0;0;0;20140812;2
32433941;Y3-0172A            ;0;0;0;20140812;1
32433942;01A1815             ;0;0;0;20140812;1
32433943;shop_100443         ;0;0;0;20140812;1
32433944;0322812A            ;0;0;0;20140812;1
32433945;shop_118459         ;0;0;0;20140812;1
32433946;0430394             ;0;0;0;20140812;1
32433947;shop_126867         ;0;0;0;20140812;1
32433948;0322624             ;0;0;0;20140812;1
32433949;0435472B1           ;0;0;0;20140812;1
32433950;shop_105840         ;0;0;0;20140812;1
32433951;shop_117370         ;0;0;0;20140812;1
32433952;0431005B            ;0;0;0;20140812;1
32433953;0437481A1           ;0;0;0;20140812;2
32433954;shop_126886         ;0;0;0;20140812;1
32433955;01A1384             ;0;0;0;20140812;1
32433956;0215750A            ;0;0;0;20140812;1
32433957;0324165A            ;0;0;0;20140812;1
32433958;Y1-0737B            ;0;0;0;20140812;1
32433959;shop_128181         ;0;0;0;20140812;1
32433960;JJ5C19-2            ;0;0;0;20140812;1
32433961;0446628B            ;0;0;0;20140812;1
32433962;0448102             ;0;0;0;20140812;1
32433963;0217686B            ;0;0;0;20140812;1
32433964;01A5970             ;0;0;0;20140812;1
32433965;shop_127984         ;0;0;0;20140812;1
32433966;0445813             ;0;0;0;20140812;2
32433967;shop_125931         ;0;0;0;20140812;1
32433968;0442989             ;0;0;0;20140812;1
32433969;shop_119802         ;0;0;0;20140812;1
32433970;0327416             ;0;0;0;20140812;1
32433971;0218424A            ;0;0;0;20140812;1
32433972;shop_120774         ;0;0;0;20140812;2
32433973;04413871            ;0;0;0;20140812;1
32433974;0430414A            ;0;0;0;20140812;1
32433975;0329105             ;0;0;0;20140812;2
32433976;0440361B            ;0;0;0;20140812;1
32433977;shop_127861         ;0;0;0;20140812;1
32433978;0325768             ;0;0;0;20140812;1
32433979;0213381B            ;0;0;0;20140812;1
32433980;shop_102826         ;0;0;0;20140812;1
32433981;0327694A            ;0;0;0;20140812;1
32433982;shop_116810         ;0;0;0;20140812;1
32433983;0432909A            ;0;0;0;20140812;1
32433984;01AA748B            ;0;0;0;20140812;1
32433985;0215617             ;0;0;0;20140812;1
32433986;0324736             ;0;0;0;20140812;2
32433987;0446869B            ;0;0;0;20140812;1
32433988;shop_127363         ;0;0;0;20140812;1
32433989;shop_117166         ;0;0;0;20140812;1
32433990;shop_119332         ;0;0;0;20140812;1
32433991;01A7426B            ;0;0;0;20140812;1
32433992;0211508             ;0;0;0;20140812;2
32433993;01A3979             ;0;0;0;20140812;1
32433994;0210526A            ;0;0;0;20140812;1
32433995;01AA962             ;0;0;0;20140812;1
32433996;0327659             ;0;0;0;20140812;1
32433997;0322642             ;0;0;0;20140812;1
32433998;shop_126226         ;0;0;0;20140812;2
32433999;shop_107926         ;0;0;0;20140812;1
32434000;0565278             ;0;0;0;20140812;1
32434001;0328029             ;0;0;0;20140812;2
32434002;0322269A            ;0;0;0;20140812;1
32434003;01A1270A            ;0;0;0;20140812;1
32434004;0322242A            ;0;0;0;20140812;1
32434005;0442969A            ;0;0;0;20140812;1
32434006;01A3054             ;0;0;0;20140812;1
32434007;shop_126980         ;0;0;0;20140812;1
32434008;shop_126809         ;0;0;0;20140812;1
32434009;shop_117906         ;0;0;0;20140812;1
32434010;Y5-0219A            ;0;0;0;20140812;1
32434011;0439115B2           ;0;0;0;20140812;3
32434012;01A6887             ;0;0;0;20140812;1
32434013;shop_121986         ;0;0;0;20140812;1
32434014;shop_125982         ;0;0;0;20140812;1
32434015;0445136A            ;0;0;0;20140812;1
32434016;Y3-0371A            ;0;0;0;20140812;1
32434017;shop_107717         ;0;0;0;20140812;1
32434018;0438004A            ;0;0;0;20140812;1
32434019;0565314             ;0;0;0;20140812;1
32434020;01A8309             ;0;0;0;20140812;1
32434021;0445984             ;0;0;0;20140812;1
32434022;shop_97067          ;0;0;0;20140812;1
32434023;0321228             ;0;0;0;20140812;1
32434024;shop_119513         ;0;0;0;20140812;1
32434025;shop_122261         ;0;0;0;20140812;1
32434026;0434736             ;0;0;0;20140812;1
32434027;01A8002             ;0;0;0;20140812;1
32434028;shop_102184         ;0;0;0;20140812;2
32434029;Y5-0594B            ;0;0;0;20140812;1
32434030;shop_99731          ;0;0;0;20140812;1
32434031;0322087             ;0;0;0;20140812;1
32434032;0441900             ;0;0;0;20140812;1
32434033;04AA335             ;0;0;0;20140812;1
32434034;shop_101535         ;0;0;0;20140812;2
32434035;shop_97077          ;0;0;0;20140812;1
32434036;shop_113795         ;0;0;0;20140812;1
32434037;shop_96472          ;0;0;0;20140812;1
32434038;0328704             ;0;0;0;20140812;1
32434039;JJ4A19              ;0;0;0;20140812;2
32434040;shop_125334         ;0;0;0;20140812;2
32434041;shop_118678         ;0;0;0;20140812;1
32434042;01A1872A            ;0;0;0;20140812;1
32434043;0328070             ;0;0;0;20140812;1
32434044;shop_111162         ;0;0;0;20140812;1
32434045;shop_127338         ;0;0;0;20140812;1
32434046;Y5-0727A            ;0;0;0;20140812;1
32434047;shop_102242         ;0;0;0;20140812;1
32434048;shop_127895         ;0;0;0;20140812;1
32434049;shop_99785          ;0;0;0;20140812;3
32434050;shop_117470         ;0;0;0;20140812;1
32434051;shop_114007         ;0;0;0;20140812;1
32434052;shop_127127         ;0;0;0;20140812;1
32434053;0565318             ;0;0;0;20140812;1
32434054;0565061             ;0;0;0;20140812;1
32434055;shop_96302          ;0;0;0;20140812;1
32434056;0329040             ;0;0;0;20140812;1
32434057;shop_117661         ;0;0;0;20140812;1
32434058;01F2-170            ;0;0;0;20140812;1
32434059;0324841             ;0;0;0;20140812;1
32434060;shop_116161         ;0;0;0;20140812;1
32434061;02150541            ;0;0;0;20140812;1
32434062;0449173             ;0;0;0;20140812;2
32434063;0434792A2           ;0;0;0;20140812;1
32434064;shop_120593         ;0;0;0;20140812;1
32434065;03257561            ;0;0;0;20140812;1
32434066;0435336             ;0;0;0;20140812;1
32434067;shop_118756         ;0;0;0;20140812;1
32434068;0432755B            ;0;0;0;20140812;2
32434069;0442487A            ;0;0;0;20140812;1
32434070;shop_97082          ;0;0;0;20140812;1
32434071;NM1047B             ;0;0;0;20140812;1
32434072;0218646A            ;0;0;0;20140812;1
32434073;shop_119246         ;0;0;0;20140812;1
32434074;0211174             ;0;0;0;20140812;1
32434075;shop_99318          ;0;0;0;20140812;1
32434076;Y1-0160             ;0;0;0;20140812;1
32434077;0451561             ;0;0;0;20140812;1
32434078;01A7575             ;0;0;0;20140812;1
32434079;01A2610B            ;0;0;0;20140812;1
32434080;0322777B            ;0;0;0;20140812;1
32434081;0449053             ;0;0;0;20140812;1
32434082;0213029             ;0;0;0;20140812;1
32434083;01A4274             ;0;0;0;20140812;1
32434084;shop_118988         ;0;0;0;20140812;1
32434085;04AA305             ;0;0;0;20140812;1
32434086;shop_98398          ;0;0;0;20140812;1
32434087;0449358             ;0;0;0;20140812;1
32434088;0435534B            ;0;0;0;20140812;1
32434089;01A81582            ;0;0;0;20140812;1
32434090;01A1835B            ;0;0;0;20140812;2
32434091;Y5-0317A            ;0;0;0;20140812;1
32434092;0434834             ;0;0;0;20140812;1
32434093;shop_124945         ;0;0;0;20140812;1
32434094;shop_107785         ;0;0;0;20140812;1
32434095;0217603             ;0;0;0;20140812;1
32434096;shop_118765         ;0;0;0;20140812;1
32434097;shop_104501         ;0;0;0;20140812;1
32434098;shop_119115         ;0;0;0;20140812;1
32434099;01A2618             ;0;0;0;20140812;1
32434100;Y3-09261            ;0;0;0;20140812;1
32434101;shop_98546          ;0;0;0;20140812;1
32434102;0450333             ;0;0;0;20140812;1
32434103;shop_123335         ;0;0;0;20140812;2
32434104;0435294B            ;0;0;0;20140812;1
32434105;shop_104840         ;0;0;0;20140812;1
32434106;01A8157             ;0;0;0;20140812;1
32434107;0438019             ;0;0;0;20140812;1
32434108;shop_120344         ;0;0;0;20140812;1
32434109;0326511             ;0;0;0;20140812;1
32434110;01A5204A            ;0;0;0;20140812;1
32434111;shop_127369         ;0;0;0;20140812;1
32434112;0328148             ;0;0;0;20140812;1
32434113;shop_102426         ;0;0;0;20140812;1
32434114;shop_106981         ;0;0;0;20140812;1
32434115;shop_107946         ;0;0;0;20140812;1
32434116;0327700             ;0;0;0;20140812;3
32434117;01A4422             ;0;0;0;20140812;1
32434118;0321462B            ;0;0;0;20140812;1
32434119;shop_123029         ;0;0;0;20140812;1
32434120;shop_100690         ;0;0;0;20140812;1
32434121;0435490A            ;0;0;0;20140812;1
32434122;0434353A            ;0;0;0;20140812;1
32434123;shop_104649         ;0;0;0;20140812;1
32434124;0210369A            ;0;0;0;20140812;1
32434125;0217700             ;0;0;0;20140812;2
32434126;Y5-0301B            ;0;0;0;20140812;1
32434127;Y1-0672A            ;0;0;0;20140812;1
32434128;Y2-0463A            ;0;0;0;20140812;1
32434129;shop_103227         ;0;0;0;20140812;1
32434130;0324827             ;0;0;0;20140812;1
32434131;JJ2A13              ;0;0;0;20140812;2
32434132;shop_117154         ;0;0;0;20140812;1
32434133;0442227A            ;0;0;0;20140812;1
32434134;shop_116477         ;0;0;0;20140812;1
32434135;shop_127291         ;0;0;0;20140812;1
32434136;shop_98451          ;0;0;0;20140812;1
32434137;NM201826            ;0;0;0;20140812;1
32434138;01AA880B            ;0;0;0;20140812;1
32434139;shop_125507         ;0;0;0;20140812;1
32434140;shop_119137         ;0;0;0;20140812;1
32434141;0432800B            ;0;0;0;20140812;1
32434142;04AA410             ;0;0;0;20140812;1
32434143;0324333             ;0;0;0;20140812;1
32434144;0329376             ;0;0;0;20140812;1
32434145;JJ3A15-1            ;0;0;0;20140812;3
32434146;JJ5A33              ;0;0;0;20140812;1
32434147;0328836             ;0;0;0;20140812;1
32434148;shop_119390         ;0;0;0;20140812;2
32434149;shop_104216         ;0;0;0;20140812;1
32434150;0441892             ;0;0;0;20140812;1
32434151;shop_97068          ;0;0;0;20140812;1
32434152;04AA4761            ;0;0;0;20140812;1
32434153;01A9185             ;0;0;0;20140812;1
32434154;0327905A            ;0;0;0;20140812;1
32434155;0210202B            ;0;0;0;20140812;2
32434156;0435845             ;0;0;0;20140812;2
32434157;JJ1B21              ;0;0;0;20140812;6
32434158;0210335B            ;0;0;0;20140812;1
32434159;0325374             ;0;0;0;20140812;1
32434160;0327596             ;0;0;0;20140812;1
32434161;01A4481A            ;0;0;0;20140812;1
32434162;0327669A            ;0;0;0;20140812;2
32434163;0432559A            ;0;0;0;20140812;1
32434164;0432205             ;0;0;0;20140812;1
32434165;shop_127255         ;0;0;0;20140812;1
32434166;0327253             ;0;0;0;20140812;1
32434167;0324274A            ;0;0;0;20140812;2
32434168;shop_117809         ;0;0;0;20140812;2
32434169;Y4-0397A            ;0;0;0;20140812;2
32434170;01A8355B2           ;0;0;0;20140812;1
32434171;shop_125021         ;0;0;0;20140812;1
32434172;04405121            ;0;0;0;20140812;1
32434173;Y1-0402A            ;0;0;0;20140812;1
32434174;0215311             ;0;0;0;20140812;3
32434175;0324181A            ;0;0;0;20140812;1
32434176;01AA618B            ;0;0;0;20140812;1
32434177;0434794A1           ;0;0;0;20140812;2
32434178;01A9316             ;0;0;0;20140812;1
32434179;shop_120542         ;0;0;0;20140812;1
32434180;01A2830             ;0;0;0;20140812;1
32434181;03289271            ;0;0;0;20140812;1
32434182;0435775B            ;0;0;0;20140812;2
32434183;01A1331A            ;0;0;0;20140812;1
32434184;0211591A            ;0;0;0;20140812;1
32434185;shop_104329         ;0;0;0;20140812;1
32434186;01A7719             ;0;0;0;20140812;1
32434187;0328247             ;0;0;0;20140812;1
32434188;0432875B            ;0;0;0;20140812;1
32434189;shop_119466         ;0;0;0;20140812;1
32434190;01A1297             ;0;0;0;20140812;1
32434191;shop_103806         ;0;0;0;20140812;1
32434192;shop_121383         ;0;0;0;20140812;1
32434193;0568883             ;0;0;0;20140812;1
32434194;01AA975             ;0;0;0;20140812;1
32434195;shop_126817         ;0;0;0;20140812;1
32434196;0219148             ;0;0;0;20140812;1
32434197;0440812             ;0;0;0;20140812;1
32434198;0440722A            ;0;0;0;20140812;1
32434199;0217613             ;0;0;0;20140812;2
32434200;01AAA46A            ;0;0;0;20140812;2
32434201;0218299             ;0;0;0;20140812;1
32434202;01A8419             ;0;0;0;20140812;1
32434203;shop_126441         ;0;0;0;20140812;1
32434204;0430115             ;0;0;0;20140812;1
32434205;0430182             ;0;0;0;20140812;1
32434206;Y4-0726A            ;0;0;0;20140812;1
32434207;shop_102842         ;0;0;0;20140812;1
32434208;shop_99578          ;0;0;0;20140812;1
32434209;0435649             ;0;0;0;20140812;1
32434210;shop_107774         ;0;0;0;20140812;1
32434211;shop_125104         ;0;0;0;20140812;1
32434212;shop_119275         ;0;0;0;20140812;1
32434213;0449203B            ;0;0;0;20140812;1
32434214;0440307A            ;0;0;0;20140812;2
32434215;0448644A            ;0;0;0;20140812;1
32434216;NM202055            ;0;0;0;20140812;2
32434217;0431482             ;0;0;0;20140812;1
32434218;0216099             ;0;0;0;20140812;1
32434219;0323922A            ;0;0;0;20140812;1
32434220;shop_120679         ;0;0;0;20140812;1
32434221;Y4-0596A            ;0;0;0;20140812;1
32434222;01A1062A            ;0;0;0;20140812;2
32434223;02171861            ;0;0;0;20140812;1
32434224;0328106             ;0;0;0;20140812;1
32434225;0443804A            ;0;0;0;20140812;1
32434226;01A7049             ;0;0;0;20140812;1
32434227;shop_116485         ;0;0;0;20140812;2
32434228;0565836             ;0;0;0;20140812;1
32434229;0442454             ;0;0;0;20140812;1
32434230;0436466             ;0;0;0;20140812;1
32434231;04AA451             ;0;0;0;20140812;1
32434232;shop_124482         ;0;0;0;20140812;1
32434233;shop_96849          ;0;0;0;20140812;1
32434234;0442544             ;0;0;0;20140812;1
32434235;0562478             ;0;0;0;20140812;1
32434236;0447424             ;0;0;0;20140812;1
32434237;01A7708B            ;0;0;0;20140812;1
32434238;0442087A            ;0;0;0;20140812;2
32434239;shop_128183         ;0;0;0;20140812;1
32434240;02111971            ;0;0;0;20140812;1
32434241;shop_127269         ;0;0;0;20140812;1
32434242;01A7821             ;0;0;0;20140812;1
32434243;shop_110645         ;0;0;0;20140812;1
32434244;04AA021             ;0;0;0;20140812;1
32434245;JJ5C8               ;0;0;0;20140812;3
32434246;0430417B1           ;0;0;0;20140812;2
32434247;0438602             ;0;0;0;20140812;1
32434248;0213317B1           ;0;0;0;20140812;1
32434249;01A6698             ;0;0;0;20140812;1
32434250;shop_122217         ;0;0;0;20140812;1
32434251;0438993B1           ;0;0;0;20140812;1
32434252;0214729             ;0;0;0;20140812;2
32434253;0438660             ;0;0;0;20140812;1
32434254;shop_121716         ;0;0;0;20140812;1
32434255;shop_119141         ;0;0;0;20140812;1
32434256;0430936             ;0;0;0;20140812;1
32434257;0437633A            ;0;0;0;20140812;2
32434258;shop_113507         ;0;0;0;20140812;1
32434259;01A26351            ;0;0;0;20140812;1
32434260;shop_126909         ;0;0;0;20140812;1
32434261;04AA294             ;0;0;0;20140812;1
32434262;shop_126915         ;0;0;0;20140812;1
32434263;01A40621            ;0;0;0;20140812;1
32434264;01A4667A            ;0;0;0;20140812;1
32434265;0438335A            ;0;0;0;20140812;3
32434266;shop_126411         ;0;0;0;20140812;1
